nb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,ClassNum
78,584.83,585.03,584.98,585.15,585.85,586.35,586.78,587.08,587.3,587.2,587.85,588.95,590.65,592.62,594.19,595.62,597.32,598.69,600.26,602.59,604.53,606.41,607.03,606.31,605.18,603.81,602.81,602.71,602.41,601.39,600.59,599.34,598.57,598.54,598.62,598.79,597.64,595.49,593.07,590.82,587.8,585.48,583.58,581.71,580.48,579.38,579.08,578.66,577.56,576.26,575.59,574.76,572.84,572.24,571.37,571.37,571.62,571.17,571.84,572.54,573.54,574.11,576.69,577.14,589.52,593.34,596.22,598.84,600.84,603.13,605.86,607.9,610,609.98,609.53,610.18,612.08,613.5,613.67,612.5,611.85,612.78,613.5,614.5,615.4,616.55,618.39,620.77,624.39,628.41,633.03,636.58,640.2,644.37,647.64,649.99,650.59,651.39,650.61,648.89,646.02,642.8,637.23,631.91,625.51,618.97,612.85,606.08,600.71,596.09,591.92,587.87,586.9,584.58,583.45,582.53,582.53,580.16,576.84,576.36,576.49,578.18,580.03,582.8,585.68,589.32,592.17,598.16,10.59,13.44,16.76,20.16,23.23,25.92,27.9,28.8,30,30.89,31.87,32.14,31.84,31.02,30.42,29.32,28.32,27.7,26.2,24.28,21.5,18.71,15.68,12.96,10.99,8.64,6.62,4.55,3.62,3.95,4.87,7.24,10.51,14.49,18.06,22.23,26.37,31.09,34.94,37.96,41.56,44.01,45.98,47.33,48.35,48.7,48.73,47.5,45.28,42.56,38.04,32.89,27.67,22.35,17.11,12.49,8.27,4.77,2.35,0.65,0.03,0.03,0,0.52,1
79,586.98,587.33,588,588.38,589.08,589.32,589.45,589.37,589.08,588.58,588.55,587.88,587.13,586.98,586.65,586.5,587.08,587.4,588.3,589.62,590.77,592.17,593.2,594.1,594.42,594.37,593.57,592.62,590.67,588.23,585,581.88,579.73,577.41,576.01,575.24,575.51,576.96,578.36,579.68,581.48,583.36,584.26,585.35,585.88,586,586.13,585.88,586.65,588.35,590.32,592.47,594.87,596.74,598.27,599.37,599.44,599.02,598.27,597.49,596.22,594.47,592.4,590.15,615.85,617.1,617.55,617.2,616.67,616.25,615.75,615.4,615.75,616.37,616.32,615.07,613.95,611.75,609.98,608.58,608.65,609.33,609.18,608.08,607.08,607.61,608.33,611.05,612.95,614.82,615.42,616.42,617.5,619.19,620.64,620.29,618.59,616.65,615.3,613.9,611.63,608.35,604.56,602.54,601.01,600.56,600.01,598.49,597.74,596.97,597.84,600.36,603.21,605.38,608.2,612.77,619.17,626.99,634.4,641.65,648.07,652.26,657.16,660.23,663.6,664.72,663.5,659.53,25.95,25.75,25.75,25.4,25.13,24.7,23.83,23.28,22.05,20.06,17.86,15.78,13.44,11.44,9.92,9.14,8.99,9.14,10.49,12.76,14.46,17.01,19.66,22.25,24.68,27.07,29.15,30.4,30.57,30.97,31.99,32.54,33.14,32.99,32.82,32.52,32.09,31.14,30.45,28.3,24.83,21.45,17.91,15.09,11.86,8.49,5.47,3,1.02,0,0.92,2.37,4.9,8.34,12.41,17.16,23.15,29.47,36.16,42.91,48.83,53.87,57.82,60.39,1
80,582.96,581.86,580.38,579.83,580.61,581.98,582.03,582.83,583.31,584.35,585.35,587.8,589.85,590.9,590.8,590.02,590.22,588.83,588.08,586.43,584.6,582.56,581.08,580.01,578.81,577.89,576.99,576.71,576.24,574.96,574.01,572.47,571.72,571.39,570.39,569.47,568.12,566.45,565.22,564.42,564.05,564.67,564.25,563.4,562.78,561.88,561.45,561.55,561.45,561.53,560.93,560.63,561.65,563.1,565.62,568.02,570.39,571.99,573.74,575.39,576.99,578.31,579.08,579.16,662.83,666.2,668.97,680.08,695.19,711.63,727.59,740.08,747.12,751.69,756.01,759.06,764.5,762.13,754.54,743,730.21,719.6,714.13,714.48,718.97,725.14,730.04,732.46,733.73,735.58,739.15,744.97,751.84,755.96,757.98,756.53,752.34,751.46,754.21,757.88,761.16,761.98,759.43,756.96,753.66,751.29,754.59,755.79,756.06,755.14,752.79,750.84,749.82,749.44,751.41,754.04,753.74,753.41,751.31,750.69,751.41,754.26,757.83,760.56,762.05,762.83,762.45,761.8,18.73,29.37,38.69,48.23,59.19,70.88,83.24,95.58,104.87,111.04,115.64,116.01,118.13,119.86,119.46,117.64,114.44,108.19,101.03,92.91,84.02,75.4,65.79,55.97,46.83,37.54,28.37,20.9,15.04,10.91,9.62,9.69,10.89,12.64,15.19,20.01,26.95,34.57,43.53,53.25,62.51,71.13,79.02,87.61,95.66,102.35,107.15,110.52,111.72,110.79,108.44,104.65,99.2,91.84,83.17,73.38,63.36,54.05,44.86,37.19,29.8,24.25,21.78,21.55,1
81,563.57,563.05,562.2,561.4,561.13,561.75,563.05,564.25,565,565.6,566,566.17,566.97,568.25,568.84,569.87,570.59,571.02,571.87,572.79,573.94,575.34,576.34,576.74,577.06,575.86,574.31,571.82,569.34,567.27,564.95,562.9,561.93,561.88,562.85,564.95,567.22,570.22,573.02,576.01,579.28,582.33,584.5,586.58,587.53,588.28,589.05,589.8,590.72,590.45,590.02,589.35,588.4,586.7,585.4,583.78,581.96,580.46,579.33,578.86,578.51,577.94,576.96,576.06,713.03,709.38,706.48,705.41,704.81,705.38,705.91,707.63,709.53,712.23,714.68,716.57,719.6,721.72,722.94,723.34,723.72,723.77,722.69,720.82,718.3,715.65,712.68,710.06,709.18,708.78,708.51,707.01,707.01,707.01,709.38,713.9,719.25,725.14,729.59,734.18,738.9,743.92,747.82,751.19,752.36,751.66,750.14,748.22,747.07,745.97,745.22,744.85,745.15,745.55,747.09,748.44,749.32,750.09,750.39,751.12,750.97,750.47,748.97,748.24,747.09,745.97,744.67,741.77,67.98,63.84,59.07,54.4,49.13,43.16,36.64,30.65,25,20.58,17.58,15.19,14.19,14.59,16.68,20.28,25.8,32.12,39.19,46.88,54.57,62.69,70.26,77.05,82.64,87.29,90.76,92.78,92.83,91.26,88.94,85.59,81.85,76.87,71.73,66.63,60.84,54.85,49.8,45.46,41.58,37.96,34.79,33.02,32.39,32.29,32.79,34.79,37.14,40.09,42.91,46.4,50,53.6,56.69,60.74,64.74,68.31,72.58,76.53,80.6,83.19,84.67,84.84,1
82,580.06,581.96,583.81,585.38,586.4,586.83,586.33,586.05,585.93,586,585.85,585.25,583.76,582.41,581.38,580.63,580.46,579.86,578.96,577.46,575.69,573.89,572.84,571.67,570.44,569.19,567.95,567,566.1,565.8,565.62,565.92,566.02,566.5,566.9,567.22,567.57,568.07,568.57,568.87,568.99,569.07,569.14,569.22,569.34,569.44,569.24,569.04,568.4,568.27,568.65,568.4,568.12,567.3,566.95,567.35,568.1,568.6,569.19,569.42,569.62,570.72,572.89,575.64,739.55,741,742.5,744.15,745.67,746.67,746.97,746.87,745.82,745.57,745.52,744.87,743.67,742.37,741.3,739.95,738.95,737.58,736.3,734.88,732.01,729.39,726.24,723.59,720.3,717.9,714.6,712.03,710.58,709.23,708.63,707.36,706.86,706.38,706.78,707.23,708.28,709.88,710.55,710.68,710.75,711.53,712.5,713.88,715.13,715.65,716.37,715.58,715.1,714.63,714.6,714.68,714.98,714.83,714,713.65,715.2,717.3,720.17,722.97,725.94,728.99,732.53,735.63,54,50.43,47.53,44.86,43.23,42.03,41.78,42.36,43.78,44.83,46.43,48.63,50.98,53.5,56.1,58.94,61.27,63.39,64.34,66.11,67.83,69.18,70.16,70.73,70.38,69.73,68.81,67.03,65.34,62.71,59.82,56.82,52.67,48.68,45.36,41.78,38.29,35.54,33.27,31.19,29.5,28.25,28.27,28.5,29.4,31.44,34.24,38.06,42.53,47.25,52.1,56.82,61.14,65.64,69.06,72.03,74.4,74.88,74.2,73.43,71.95,69.93,67.63,64.71,1
83,571.34,571.97,573.09,574.21,575.56,576.66,576.99,576.86,576.86,577.31,577.04,576.69,575.91,574.96,573.57,572.82,572.29,571.94,572.04,571.94,572.04,571.82,570.94,569.84,568.65,567.32,566.85,566.62,566.47,566.55,566.55,567.07,568.57,571.04,574.46,577.66,580.08,581.93,583.18,584.01,585.05,586.13,586.53,586.63,586.03,585.4,584.65,584.13,583.81,583.13,582.11,580.43,578.54,576.01,573.57,571.19,569.17,567.25,565.52,564.15,562.8,561.98,561.68,561.95,727.54,728.56,730.61,733.06,735.71,737.8,739.13,739.3,739.13,737.98,736.8,735.46,733.36,730.61,727.59,724.82,722.17,720.65,719.4,719.02,718.6,718.17,718.25,719.15,720.4,721.64,723.72,725.34,727.26,729.21,732.18,735.41,738.23,740.28,741.53,743.42,744.95,747.47,749.82,752.06,752.24,752.19,752.44,753.31,754.56,754.79,754.69,753.39,752.29,750.57,749.32,748.12,746,743.5,739.73,735.81,732.03,727.91,723.94,720.25,717.02,713.13,709.26,705.71,70.41,71.03,70.88,69.18,66.31,63.59,59.92,55.85,52,48.5,45.73,43.96,42.28,42.21,42.73,44.56,47.45,51.4,55.97,60.44,64.81,68.06,71.58,74.55,76.82,77.37,76.97,75.63,73.53,70.61,66.78,62.51,58.09,53.07,48.75,44.48,40.74,37.66,35.14,33.57,32.82,33.87,35.62,38.54,42.16,46.7,51.8,57.14,62.56,67.61,72.4,76.38,79.47,81.25,82.64,83.19,83.14,82.24,80.7,78.6,75.98,72.48,68.46,64.94,1
84,442.67,442.22,442.27,442.69,442.54,443.17,442.97,442.77,442.42,442.74,442.64,442.79,442.54,442.22,442.72,442.47,442.82,442.72,442.74,442.14,442.09,441.92,442.34,442.72,442.84,442.84,442.57,442.82,442.69,443.02,442.87,442.99,442.97,442.77,442.54,442.64,442.94,442.77,442.72,442.74,443.07,443.32,443.12,442.79,442.94,442.97,442.94,442.84,443.32,443.42,443.39,443.22,443.07,443.42,443.57,443.64,443.24,443.27,442.89,442.57,442.19,442.37,442.57,442.57,664.25,664.37,663.88,664.6,665.15,664.75,664.6,664.2,664.1,663.9,664.13,663.85,663.53,663.4,663.9,663.98,663.45,663.45,663.85,663.65,664.32,665.1,665.97,665.75,664.5,664.13,663.98,663.58,663.85,664.77,665.15,664.97,663.93,663.63,663.93,664.25,664.97,666.07,665.75,665.17,665.15,665.55,666.15,666.02,666.07,667.2,667.55,667,666.35,665.75,665.07,664.97,665.67,666.67,667.22,666.3,665.27,664.72,665.05,666.15,666.57,666.7,666.1,666.12,29.97,30.6,30.74,30.2,30.1,30.2,30.47,30.74,30.74,30.7,30.22,29.8,29.9,30.52,30.42,30,29.35,29.4,30.17,30.84,31.49,31.54,31.52,30.92,30.79,30.7,30.55,30.57,30.3,29.8,29.6,29.85,29.8,29.87,30,30.02,30.57,30.32,30.3,30.5,30.4,30.32,30.52,30.77,30.74,30.92,31.07,30.89,30.6,30.4,30.2,30.35,30.45,30.67,30.7,30.7,30.6,31.24,31.29,31.64,31.82,31.67,31.32,30.67,1
85,442.19,441.92,441.97,441.84,441.84,441.99,441.87,441.74,441.84,441.79,441.72,442.47,442.19,442.34,442.24,442.44,442.59,442.97,443.29,443.39,443.42,443.24,443.24,443.27,443.29,442.59,443.04,442.47,442.29,442.42,442.49,442.27,442.24,442.37,442.52,442.77,442.22,442.54,442.44,442.37,442.27,442.42,442.54,442.19,442.27,442.57,442.64,442.77,442.64,442.67,442.84,442.62,442.49,442.87,442.82,442.89,442.89,442.59,442.49,442.47,442.47,442.74,443.09,443.12,668.12,667.5,666.57,666.27,666.57,666.82,667.15,667.05,666.7,666.57,666.27,666.77,667.4,667.77,667.57,667.92,667.65,667.72,667.87,667.6,667.47,667.45,667.97,668.45,668.65,668.47,668.1,667.72,667.27,667.15,667.6,668.55,668.12,667.1,666.42,666.2,666.95,667.62,668.27,668.85,668.3,667.1,666.8,667.1,667.67,667.82,667.27,666.77,666.57,666.52,666.65,666.95,667.45,667.8,667.95,667.67,667.7,667.97,668.37,668.55,668.55,668.5,667.95,667.87,31.02,30.82,30.94,30.67,30.62,30.65,30.55,30.6,30.72,30.62,30.25,30.55,30.7,30.92,31.12,31.77,32.34,32.29,32.07,32.04,32.24,31.69,31.59,31.69,31.87,31.47,31.27,31.32,31.07,31.42,31.52,32.02,32.02,31.82,31.22,31.14,31.02,30.92,31.37,31.54,31.77,31.72,31.42,31.37,31.44,31.37,30.99,31.12,31.14,31.17,31.17,30.84,31.19,31.22,31.52,31.49,31.67,31.59,31.22,31.22,31.02,31.22,31.17,31.22,1
86,444.12,444.12,444.09,443.82,443.49,443.12,443.24,443.34,443.27,443.02,442.69,442.74,442.74,443.07,443.02,443.34,443.29,443.19,443.27,443.32,443.17,443.19,443.02,442.74,442.84,442.77,442.62,442.64,442.49,442.32,442.39,442.17,442.29,442.59,442.49,442.42,442.47,442.37,442.37,442.72,442.77,442.97,442.92,442.77,443.04,442.97,443.19,443.17,443.22,442.87,443.09,442.97,443.17,442.99,442.74,442.59,442.52,442.64,442.62,442.69,442.24,442.44,442.34,442.54,670.29,670.39,669.94,670.27,670.19,670.94,670.82,670.37,669.49,669.2,669.64,669.44,669.69,669.32,669.49,669.05,669.1,669.67,669.64,669.57,669.22,669.15,669.57,669.49,669.84,670.07,670.17,669.92,670.59,670.74,670.67,670.37,669.92,670.24,670.14,670.02,669.64,668.95,668.4,668.67,669.15,669.59,669.82,669.67,669.77,669.59,669.79,669.89,669.42,669.05,668.87,669.07,669.32,669.59,669.67,669.74,669.29,669.59,670.29,670.47,670.34,669.59,669.14,669.04,31.97,31.72,32.02,32.12,32.39,32.67,32.74,32.17,32.09,32.27,31.97,32.32,31.84,31.92,31.62,31.42,31.12,31.44,31.27,31.44,31.79,31.89,32.37,32.04,31.99,31.84,32.32,32.14,32.72,32.62,32.37,31.92,31.22,31.17,31.24,30.94,30.72,30.89,30.6,30.57,30.47,30.65,31.07,31.14,30.84,31.39,31.29,31.07,31.04,30.94,30.77,30.65,31.02,31.02,31.04,31.32,31.52,31.79,31.94,31.74,32.27,32.42,32.14,32.54,1
87,427.61,427.61,427.76,427.93,428.11,428.43,428.71,428.43,428.76,428.51,428.66,428.38,428.33,428.41,428.43,428.43,428.31,428.61,428.83,428.91,428.96,429.01,429.48,429.63,429.73,429.58,429.71,430.11,430.26,430.56,430.78,431.08,430.98,431.16,431.16,431.31,431.11,430.58,430.58,430.51,430.43,430.43,430.48,430.43,430.61,430.63,430.66,430.68,430.53,430.46,430.28,430.16,430.08,430.08,430.11,430.33,430.73,430.71,430.56,430.38,430.51,430.53,430.28,430.01,639.82,640.7,640.72,639.97,639.4,640.37,641.82,643.39,645.09,645.74,645.07,643.74,643.07,643.37,644.04,644.14,644.14,644.54,644.99,645.39,645.77,646.34,647.07,647.27,647.49,647.89,648.29,648.14,647.52,647.37,647.64,648.34,648.44,648.09,647.79,648.66,649.36,649.01,648.66,648.59,648.69,648.29,648.32,648.69,649.09,648.61,648.61,648.61,648.57,648.19,648.39,648.44,648.84,649.89,649.94,649.46,648.79,649.59,650.39,650.46,649.79,649.86,649.39,648.22,23.78,24.65,24.28,24.25,24.45,24.58,25.43,25.85,25.45,25.53,25.87,25.58,25.87,26.27,25.85,26.27,26.07,26.15,26.02,26.22,26.1,26.17,26.2,26.05,26.42,26.3,26.3,26.25,26.37,26.12,26.72,27.2,27.2,27.05,26.92,27.12,27.25,27.12,27.02,27.2,27.1,26.82,26.9,27.05,27.4,27.47,27.22,27.62,27.8,27.57,27.37,27.45,27.62,27.72,27.7,27.4,27.32,27.07,27.42,27.52,27.67,27.4,27.1,26.95,1
88,429.56,429.48,429.31,429.28,428.86,428.81,428.96,428.93,429.28,429.26,429.76,429.61,429.73,429.51,429.86,429.96,429.71,429.51,429.21,428.98,428.66,428.68,428.63,428.56,428.26,428.18,427.93,427.88,427.78,428.26,428.28,428.26,428.51,428.21,428.36,428.11,428.21,428.41,428.71,428.61,428.68,428.96,428.91,429.26,429.18,429.26,429.56,429.43,429.16,428.76,428.83,428.68,428.61,428.58,428.53,428.53,428.43,428.56,428.73,428.96,428.88,428.83,429.16,429.31,649.41,649.99,650.29,649.59,648.71,648.27,648.51,648.44,648.51,648.41,648.59,648.71,648.54,648.86,648.61,648.89,648.39,649.04,649.09,649.74,649.69,648.81,648.49,648.66,649.49,649.51,649.51,649.09,649.24,648.61,648.59,649.14,649.21,648.94,648.59,648.91,649.24,649.34,649.26,649.11,648.94,648.64,648.44,648.56,648.86,648.51,648.34,648.19,647.84,647.64,647.54,647.99,648.66,648.52,648.32,648.54,648.34,647.99,648.14,648.51,648.64,648.17,647.67,647.94,27.6,27.6,27.55,27.42,27.32,27.25,27.65,27.67,27.57,26.97,26.9,27.05,26.55,27.05,26.9,26.95,26.62,26.62,26.95,27.12,27.7,27.52,27.67,27.52,27.82,27.72,28.2,28.22,28.07,28.47,27.82,28.02,28.47,28.17,28.02,28.12,27.87,27.45,27.17,26.82,27.32,27.02,27.12,27.5,27.9,27.65,27.62,27.62,27.8,27.87,27.7,27.87,27.72,27.42,27.4,27.67,27.65,28.22,28.2,28.05,27.87,27.65,27.42,27.32,1
89,431.23,431.48,431.2,431.13,431.18,431.16,431.16,430.93,430.91,430.81,430.56,430.26,430.58,430.41,430.61,430.86,431.16,431.38,431.11,430.68,430.46,430.38,429.86,429.91,429.73,429.61,429.46,429.28,429.46,429.71,429.98,430.03,430.41,430.78,430.78,431.03,431.03,430.91,430.76,430.71,430.68,430.66,430.68,430.38,430.36,430.01,430.01,430.18,430.18,430.06,430.23,430.38,430.31,430.56,430.61,430.76,430.81,430.71,430.78,430.78,430.71,430.78,430.91,430.86,649.36,649.16,649.99,650.74,650.26,649.26,648.32,648.14,648.79,649.21,648.94,648.57,648.19,648.19,648.79,649.36,649.54,648.57,647.94,647.49,647.62,648.54,649.04,648.91,648.29,648.17,648.62,649.71,650.44,650.81,651.06,650.49,649.69,649.41,649.66,650.39,650.74,650.36,649.59,648.94,648.37,648.99,649.86,650.44,650.46,649.41,648.91,648.84,649.46,650.01,650.34,650.04,649.46,649.24,649.39,649.64,650.09,650.64,651.16,651.39,651.11,650.19,649.81,650.16,27.22,27.2,27.37,27.42,27.17,26.72,26.6,26.77,27.12,27.05,27.52,27.92,27.67,27.22,27.8,27.52,27.37,26.85,26.62,26.72,26.7,26.67,26.9,27.3,26.87,27,27.4,27.82,28.15,28,27.95,27.85,27.47,27.15,27.05,27.17,27,26.7,26.25,26.47,26.17,25.95,26.17,26.72,27.05,27.2,27.25,27.35,27.42,27.25,27.1,27.27,27.27,27.15,27.12,27.05,26.9,27.07,27.2,27.45,27.65,27.55,27.7,27.65,1
90,433.2,432.93,432.5,432.38,432.63,432.48,432.18,432.33,432.15,431.88,431.5,431.93,432.13,432.4,432.23,432.05,432.65,432.58,432.68,432.65,432.63,432.45,432.35,432.18,432.1,432.45,431.98,431.95,431.9,431.93,431.8,431.73,431.8,431.63,431.73,431.73,431.7,431.83,431.83,431.83,432.15,432.1,432.33,432.3,432.2,432.2,432.35,432.43,432.63,432.8,433.03,433,432.88,433,432.83,432.83,432.58,432.45,432.33,432.28,431.88,432.15,432.3,432.3,649.56,648.49,647.29,647.29,648.04,648.54,648.49,647.82,647.39,647.44,647.47,647.82,648.39,648.69,647.67,647.72,647.27,648.34,647.92,648.07,648.57,648.89,649.06,648.34,648.49,647.97,648.52,648.07,648.66,648.19,647.49,647.12,647.27,647.17,647.54,647.97,647.72,647.87,648.22,648.02,648.12,648.39,647.77,648.14,648.39,648.67,648.89,648.52,647.67,647.59,647.72,647.84,648.66,648.84,648.49,648.24,647.82,647.77,648.39,648.99,648.89,648.57,648.02,647.67,27.5,27.4,27.42,26.72,27.1,27.3,27.5,27.52,27.6,27.67,27.35,27.4,27.15,27.82,27.32,26.9,26.65,26.2,26.22,26.4,26.4,26.9,26.9,26.95,27.15,27.52,27.5,27.72,27.3,27.47,27.67,27.1,27.45,27.35,27.12,27.17,27.22,27.55,28.02,27.77,27.05,27.5,26.97,27,27.62,27.47,27.42,27.2,26.75,26.67,26.9,27.07,27.42,27.65,27.15,27.05,26.92,26.82,27.02,27.3,27.3,26.97,27,26.45,1
91,525.01,525.54,525.46,525.19,525.26,525.36,525.01,524.69,524.71,524.69,524.91,524.74,524.64,524.26,524.21,524.06,523.99,524.04,523.99,524.01,523.49,523.04,523.19,523.79,523.76,523.69,523.99,524.21,524.06,524.06,524.24,524.26,524.29,523.86,524.01,524.11,523.91,524.06,524.06,523.99,523.81,523.59,523.52,523.61,523.49,523.39,523.76,523.54,523.24,523.24,523.22,523.42,523.34,523.32,523.27,523.42,523.12,523.34,523.57,523.56,523.56,523.47,523.44,523.61,920.77,921.3,921.15,920.85,920.27,919.98,919.58,919.25,919.03,918.8,918.83,918.48,918.85,919.65,920.2,921.57,921.27,921.95,921.07,920.8,919.98,919.3,918.9,918.1,918.33,917.35,918.15,917.78,918.55,918.53,918.95,919.15,919.53,919.73,919.38,919.3,918.93,918.35,918.1,918.18,918.15,918.15,918.05,918,918.2,918.43,918.05,918.43,918.45,918.38,918.45,918.45,918.53,918.58,918.63,918.4,918.53,918.6,918.5,918.5,918.23,918.25,918.18,917.9,209.3,209.2,209.32,208.87,208.57,208.1,207.95,207.62,207.57,207.32,206.5,206.4,205.85,206.45,206.35,207.02,206.97,206.95,206.37,205.72,205.45,205.12,205.22,204.9,205.12,204.9,205.2,205.17,205.6,206.07,205.95,206.1,206.07,206.27,205.9,205.7,205.52,205.65,205.35,205.12,205.05,205.17,205.57,205.32,205.62,205.37,205.4,205.5,205.6,205.87,206.05,206.07,205.75,205.52,205.47,205.67,205.5,205.17,204.95,204.33,204.43,204.38,204.4,204.72,1
92,523.69,523.41,523.07,522.89,522.84,522.67,522.67,522.69,522.72,522.32,521.79,521.79,522.12,522.04,521.87,521.92,522.12,522.27,522.14,521.92,521.77,522.17,522.09,522.47,522.94,522.94,522.84,522.54,522.64,522.84,523.12,522.99,522.87,522.87,522.89,522.89,522.82,522.87,522.77,522.82,522.59,522.82,522.79,522.64,522.29,522.29,522.62,522.79,523.24,523.24,523.02,522.97,522.64,522.54,522.79,522.82,522.69,522.47,522.22,522.07,522.34,522.47,522.57,522.72,917.98,917.28,917.73,917.13,917.13,917,917.13,917.48,917.25,916.63,916.13,916.6,916.68,917.63,917.35,917.55,917.2,917.23,917.15,917.4,917.63,917.7,917.48,916.98,917.23,916.65,916.65,916.38,916.63,916.6,916.73,916.88,916.65,916.65,916.5,916.55,916.6,916.48,916.68,917.03,917.1,917.25,917.1,916.98,916.9,916.98,917.13,917.73,917.55,917.7,917.28,916.83,916.9,917.08,917.2,917.33,917.35,916.98,917.1,916.73,917,917.23,917.3,917.25,203.38,203.7,203.63,203.7,203.65,203.5,203.53,203.93,203.55,203.3,202.85,203,203.1,202.95,203,203.2,203.05,202.7,202.63,202.75,203.15,202.75,203.3,202.95,202.9,202.88,202.95,203.1,203.25,203.08,203.23,203.48,203.63,203.75,203.4,203.15,203.08,202.98,203.6,203.63,203.8,203.9,203.48,203.35,203.55,203.63,204.03,204.5,204.15,204.15,204.03,203.7,203.53,203.75,203.95,204.05,203.65,203.6,203.43,203.4,203.8,204.03,204.1,204.18,1
93,523.24,523.54,523.81,523.71,523.46,523.26,523.19,522.69,522.69,523.04,522.99,522.79,522.87,522.99,523.19,523.14,523.07,523.21,523.44,523.11,522.89,522.69,522.54,522.72,522.69,523.09,523.16,523.01,522.74,522.57,522.64,522.79,522.74,522.67,522.84,522.69,522.77,522.99,522.94,523.04,523.16,523.02,522.92,522.87,522.87,522.89,523.04,522.89,522.92,523.02,522.99,523.02,523.26,523.34,523.02,523.11,522.72,522.72,522.92,522.89,522.72,522.89,522.89,522.84,916.05,916.83,916.23,916.38,915.73,915.6,915.48,916.05,916.35,916.28,916.88,915.03,915.75,914.55,915.3,914.85,915.53,915.53,915.23,915.48,914.78,915.45,915.33,916.25,916.28,916.78,916.4,916.33,916.28,916.15,916.13,916.58,916.48,916.5,916.28,916.5,916,916.08,916.03,915.75,915.95,915.78,915.88,916.28,916.43,916.33,916.53,916.13,916.28,916.3,916.28,916.53,916.68,916.23,915.73,915.48,915.58,915.9,916.05,916.13,916.2,915.8,915.38,915.3,202.55,202.35,202.1,201.93,201.58,201.55,201.85,201.75,202.08,202.08,202.13,201.88,201.68,201.7,201.5,201.45,201.35,201.85,201.83,201.7,201.23,201.13,201.43,201.45,201.68,201.4,201.23,200.73,200.58,200.85,201.05,201.75,201.85,202.08,202.13,202.25,202.53,202.73,202.65,202.63,202.7,202.35,202.33,202.65,202.35,202.75,202.85,202.63,202.95,203.03,202.65,202.93,202.85,202.4,202.73,202.43,202.3,202.38,202.15,202.1,202.08,201.6,201.65,201.5,1
94,523.44,523.47,523.76,523.64,523.76,523.81,523.77,523.64,523.54,523.89,523.09,523.14,523.29,523.32,522.74,522.82,522.84,522.99,523.14,522.87,522.89,522.79,522.62,522.44,522.84,522.79,522.89,523.12,523.22,523.22,523.12,523.02,522.92,522.94,523.07,523.17,523.32,523.12,523.04,523.22,523.34,523.32,523.52,523.77,523.57,523.47,523.14,523.17,523.32,523.14,523.14,523.44,523.42,523.37,523.57,523.57,523.94,524.06,523.94,523.91,523.91,523.91,523.89,523.91,916.3,915.05,915.6,915.2,914.83,914.53,914.23,914.53,914.98,915.38,914.65,915.85,915.38,915.68,915.1,915.55,915,915.13,915.1,915.33,915.45,915.8,915.75,915.75,916.03,915.35,915.95,916.08,915.93,915.78,915.4,915.18,915.23,915.4,915.6,916,916.2,916,915.95,915.93,915.68,916.05,915.78,915.7,915.75,915.63,915.48,915.8,916.03,915.68,916,915.58,915.73,916,915.8,915.6,915.43,914.88,914.75,915.28,915.35,915.83,915.83,915.8,203.2,203.45,203.2,203.3,202.43,201.9,201.73,201.8,202.05,201.63,201.8,201.58,202.13,201.2,201.6,201.35,201.78,201.58,201.4,201.4,201.55,201.45,201.28,201.83,201.85,202.18,201.7,202.1,202.33,202.03,201.85,202.2,202.23,202.13,201.9,201.95,202.05,201.85,201.65,201.88,201.95,201.8,201.88,202.08,202.05,202.25,202.43,202.4,202.63,202.48,202.58,203.05,202.83,202.75,202.98,202.98,203,203,203.08,203.35,203.53,203.28,203.95,203.8,1
